player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Mike Evans,8642,WR,TB,15,132,0,30,13.6,1,48.8,42.9,9,21,0.0,0,17,0,84.5,77.7,1,28,0.0,0,183,20,94.0,172,83.3,41,31.1,3,259,28,1.4,13.0,1.51,0,15.4,1,58.8,43.8,14,32,5.7,3,37,0,73.2,77.2,4,42,0.0,0,411,50,94.9,390,75.0,85,64.4,2,728,71,1.4,14.6,1.87
Dez Bryant,5549,WR,DAL,16,126,0,9,10.7,8,56.9,45.5,10,22,10.8,4,26,0,53.6,82.7,2,50,0.0,0,219,33,92.2,202,88.3,58,46.0,4,420,170,5.2,12.7,2.08,0,13.7,6,54.7,23.5,4,17,18.6,8,17,1,28.4,61.5,3,36,0.0,0,316,35,92.4,292,60.4,64,50.8,1,416,120,3.4,11.9,1.42
Travis Kelce,7844,TE,KC,16,121,0,16,10.9,4,66.7,28.6,2,7,11.1,3,19,0,54.0,90.7,0,44,8.3,12,144,24,85.4,123,139.7,36,29.8,5,367,136,5.7,15.3,2.98,0,9.0,12,74.7,57.1,4,7,6.1,4,38,0,70.7,80.6,2,36,5.3,22,412,62,90.8,374,102.8,83,68.6,3,727,305,4.9,11.7,1.94
Devin Funchess,9474,WR,CAR,17,117,0,5,13.0,3,50.0,42.1,8,19,4.2,1,19,0,52.9,66.4,3,35,0.5,1,215,23,91.2,196,70.3,46,39.3,4,273,82,3.6,11.9,1.39,0,15.1,1,62.1,58.3,7,12,4.7,2,23,0,74.8,72.9,1,44,0.0,0,344,41,95.9,330,102.5,66,56.4,3,630,204,5.0,15.4,1.91
Golden Tate,5585,WR,DET,16,117,0,11,6.5,8,73.9,62.5,5,8,2.9,1,24,0,79.9,91.2,2,45,0.0,0,186,34,93.0,173,91.6,46,39.3,1,428,244,7.2,12.6,2.47,0,6.1,13,80.6,25.0,1,4,5.3,3,18,1,74.0,70.0,3,71,0.0,0,353,54,92.9,328,92.4,67,57.3,2,554,382,7.1,10.3,1.69
Alshon Jeffery,7048,WR,PHI,16,113,0,24,12.0,1,48.2,37.0,10,27,6.9,2,24,0,68.1,76.8,0,37,0.0,0,276,27,91.7,253,90.8,56,49.6,3,412,107,4.0,15.3,1.63,0,17.5,1,52.1,44.4,8,18,3.8,1,15,0,74.2,64.0,1,53,0.0,0,271,25,96.7,262,74.3,48,42.5,1,352,95,3.8,14.1,1.34
Tyreek Hill,10799,WR,KC,16,113,0,16,15.9,3,58.1,40.0,2,5,14.3,3,11,0,43.8,76.5,0,64,0.7,1,150,18,92.7,139,106.5,31,27.4,1,337,140,7.8,18.7,2.42,0,9.9,6,79.7,63.6,7,11,4.5,3,31,0,78.3,81.2,1,79,0.0,0,394,63,95.7,377,128.7,79,69.9,5,877,343,5.4,13.9,2.33
Christian McCaffrey,11763,HB,CAR,17,112,0,5,1.6,4,61.1,100.0,4,4,12.0,3,12,0,49.3,64.8,3,21,14.3,28,196,22,78.1,153,46.3,36,32.1,1,162,138,6.3,7.4,1.06,0,2.3,15,84.1,33.3,1,3,0.0,0,22,0,90.7,83.2,0,56,5.8,19,327,58,90.5,296,104.5,69,61.6,1,547,494,8.5,9.4,1.85
Delanie Walker,3120,TE,TEN,17,112,0,31,10.6,0,64.7,77.8,7,9,0.0,0,15,0,84.9,75.9,1,37,7.7,14,183,22,84.2,154,75.4,34,30.4,0,258,66,3.0,11.7,1.68,0,9.7,4,77.8,66.7,6,9,5.1,3,30,2,68.8,75.7,4,42,5.3,17,321,56,90.7,291,83.9,72,64.3,1,617,221,3.9,11.0,2.12
Doug Baldwin,6615,WR,SEA,16,112,0,29,12.3,3,69.2,42.9,3,7,3.6,1,20,0,76.1,87.3,1,47,0.5,1,202,27,87.6,177,133.2,39,34.8,5,417,117,4.3,15.4,2.36,0,14.1,5,66.7,15.4,2,13,0.0,0,23,0,90.4,76.0,3,54,1.1,4,365,46,92.3,337,83.1,69,61.6,2,562,143,3.1,12.2,1.67
Robby Anderson,11254,WR,NYJ,16,111,0,22,13.8,2,56.4,27.3,3,11,12.0,3,16,0,50.8,73.4,1,41,0.0,0,171,22,92.4,158,93.6,39,35.1,2,357,122,5.5,16.2,2.26,0,13.7,3,59.7,35.7,5,14,4.8,2,20,0,74.3,71.3,4,69,0.0,0,317,40,96.2,305,87.7,67,60.4,5,577,167,4.2,14.4,1.89
Brandin Cooks,8655,WR,NE,16,109,0,19,16.0,2,46.5,18.8,3,16,9.1,2,14,0,72.1,66.9,1,54,0.0,0,253,20,90.5,229,78.7,43,39.4,2,331,77,3.9,16.6,1.45,0,17.0,3,68.9,55.6,5,9,10.6,5,26,0,51.5,73.4,1,64,0.0,0,359,42,94.2,338,118.8,61,56.0,3,729,134,3.2,17.4,2.16
Davante Adams,8688,WR,GB,14,108,0,12,10.7,9,60.0,46.2,6,13,6.3,2,21,0,67.3,86.2,0,42,0.0,0,201,30,93.0,187,111.1,50,46.3,4,388,170,5.7,12.9,2.07,0,9.3,5,74.1,44.4,4,9,7.0,3,21,0,65.5,68.1,1,55,0.0,0,310,40,95.8,297,110.2,54,50.0,3,461,168,4.2,11.5,1.55
Evan Engram,11778,TE,NYG,15,108,0,21,10.8,4,51.1,33.3,6,18,17.9,5,18,0,33.4,75.8,1,26,6.1,11,179,23,87.7,157,92.1,45,41.7,4,292,109,4.7,12.7,1.86,0,7.3,5,65.5,58.3,7,12,13.6,6,18,0,34.9,58.1,3,35,2.3,8,342,38,93.0,318,70.0,58,53.7,1,405,190,5.0,10.7,1.27
Marvin Jones Jr.,7158,WR,DET,16,105,0,11,13.3,1,48.4,41.7,5,12,6.3,1,10,0,66.7,64.8,2,43,0.5,1,213,15,93.0,198,66.1,31,29.5,2,216,73,4.9,14.4,1.09,0,18.4,7,60.6,52.6,10,19,7.0,3,29,0,66.5,76.9,1,58,0.0,0,422,40,93.6,395,118.6,66,62.9,4,841,111,2.8,21.0,2.13
Cooper Kupp,11824,WR,LA,16,104,0,26,11.0,5,57.1,37.5,3,8,11.1,3,21,0,52.0,76.8,0,64,2.1,4,195,24,90.8,177,105.1,42,40.4,2,398,169,7.0,16.6,2.25,0,8.6,10,73.6,,0,0,7.1,3,21,1,64.8,72.6,1,35,1.8,5,276,39,95.3,263,99.9,53,51.0,1,484,195,5.0,12.4,1.84
Le'Veon Bell,7829,HB,PIT,15,103,0,25,0.5,3,67.9,25.0,1,4,9.5,2,9,0,57.1,56.5,0,17,12.3,26,211,19,80.1,169,73.8,28,27.2,0,102,122,6.4,5.4,0.6,0,-0.2,14,89.9,100.0,3,3,3.1,2,21,1,83.5,84.8,1,42,10.4,35,336,62,86.0,289,103.0,69,67.0,2,542,549,8.9,8.7,1.88
Mohamed Sanu,7084,WR,ATL,16,102,0,2,7.7,2,71.1,64.3,9,14,3.6,1,20,0,75.5,77.8,0,52,0.6,1,171,27,95.9,164,121.6,38,37.3,3,310,144,5.3,11.5,1.89,0,7.4,1,71.4,27.3,3,11,9.1,4,23,0,58.3,71.2,2,25,0.7,2,290,40,94.8,275,79.5,56,54.9,0,440,168,4.2,11.0,1.6
Zach Ertz,7816,TE,PHI,14,102,0,24,7.5,1,68.5,46.2,6,13,2.6,1,26,0,81.0,90.1,2,25,10.7,23,214,37,81.8,175,96.3,54,52.9,4,361,103,2.8,9.8,2.06,0,9.5,2,79.1,66.7,4,6,5.6,2,17,1,70.5,74.5,0,53,4.3,10,233,34,92.3,215,118.8,43,42.2,1,458,152,4.5,13.5,2.13
Jack Doyle,8520,TE,IND,15,102,0,14,6.8,1,69.2,58.3,7,12,6.9,2,17,0,56.8,67.8,0,20,10.2,24,236,27,85.2,201,105.4,39,38.2,2,267,107,4.0,9.9,1.33,0,4.5,5,83.1,70.0,7,10,3.9,2,15,2,78.7,64.1,1,26,12.5,35,280,49,83.2,233,87.9,59,57.8,0,401,220,4.5,8.2,1.72
T.Y. Hilton,7092,WR,IND,16,102,0,14,12.4,1,48.9,20.0,2,10,8.0,2,16,2,61.8,66.1,2,80,0.0,0,249,23,93.6,233,86.4,47,46.1,3,451,220,9.6,19.6,1.94,0,15.1,1,64.2,30.8,4,13,5.6,2,21,0,70.9,70.8,2,63,0.0,0,315,34,95.9,302,86.6,53,52.0,1,515,75,2.2,15.1,1.71
Kenny Stills,7926,WR,MIA,16,101,0,17,15.9,0,58.1,41.7,5,12,5.3,1,13,1,69.6,65.7,1,36,0.0,0,233,18,93.1,217,94.3,31,30.7,2,266,32,1.8,14.8,1.23,0,14.7,5,57.4,33.3,4,12,4.9,2,21,3,74.0,61.2,4,61,0.0,0,377,39,97.1,366,75.0,68,67.3,3,570,130,3.3,14.6,1.56
Rob Gronkowski,5567,TE,NE,14,100,0,19,12.9,2,63.8,68.8,11,16,6.3,2,27,0,69.0,92.3,1,53,11.0,23,210,30,81.0,170,120.3,47,47.0,4,514,170,5.7,17.1,3.02,0,11.9,6,74.5,63.6,7,11,5.4,2,26,1,64.3,79.3,0,43,12.2,35,288,35,83.3,240,120.5,47,47.0,1,556,167,4.8,15.9,2.32
Michael Crabtree,4933,WR,OAK,14,99,0,23,10.8,5,57.8,55.6,10,18,13.3,4,19,1,48.0,66.4,1,25,0.0,0,167,26,89.2,149,85.7,45,45.5,3,243,89,3.4,9.3,1.63,0,11.5,2,61.7,25.0,2,8,6.5,2,14,0,66.6,69.0,1,41,0.0,0,220,29,96.4,212,98.3,47,47.5,3,365,105,3.6,12.6,1.72
Alvin Kamara,11822,HB,NO,17,99,0,20,3.8,7,68.4,75.0,3,4,13.3,2,7,0,48.0,60.7,0,38,9.6,9,94,13,83.0,78,97.3,19,19.2,0,174,153,11.8,13.4,2.23,0,2.4,23,85.9,50.0,3,6,4.3,3,29,0,80.9,92.5,1,40,3.4,8,232,67,92.7,215,108.3,78,78.8,3,640,547,8.2,9.6,2.98
Marquise Goodwin,7859,WR,SF,16,99,0,28,12.6,1,50.0,58.3,7,12,19.2,5,17,0,28.6,67.6,2,34,0.0,0,170,21,95.3,162,58.9,42,42.4,1,273,68,3.2,13.0,1.69,0,18.7,5,63.6,40.0,4,10,2.8,1,29,0,80.1,81.1,0,83,0.0,0,305,35,98.4,300,113.3,55,55.6,1,689,125,3.6,19.7,2.3
Jermaine Kearse,7428,WR,NYJ,16,96,0,22,9.0,4,67.5,40.0,6,15,3.6,1,18,0,76.7,80.3,0,51,0.5,1,198,27,92.4,183,106.7,40,41.7,1,384,161,6.0,14.2,2.1,0,9.4,0,69.2,33.3,3,9,5.3,2,17,1,73.6,60.5,2,44,0.3,1,336,36,94.3,317,95.9,52,54.2,3,411,130,3.6,11.4,1.3
Jamison Crowder,9538,WR,WAS,15,96,0,32,9.2,2,64.7,50.0,4,8,8.3,2,18,0,60.5,79.6,2,41,0.0,0,160,22,95.6,153,90.9,34,35.4,2,325,160,7.3,14.8,2.12,0,7.1,2,71.9,75.0,3,4,8.9,4,19,0,58.6,67.9,2,38,0.7,2,283,41,97.2,275,87.2,57,59.4,1,465,203,5.0,11.3,1.69
DeVante Parker,9447,WR,MIA,13,95,0,17,9.7,2,65.5,53.3,8,15,5.0,1,13,0,70.5,72.4,1,31,0.0,0,155,19,96.1,149,73.8,29,30.5,0,219,98,5.2,11.5,1.47,0,14.4,6,62.1,50.0,6,12,7.7,3,18,1,63.4,65.8,3,36,0.0,0,288,36,96.5,278,64.2,58,61.1,0,445,100,2.8,12.4,1.6
Stefon Diggs,9579,WR,MIN,14,94,0,18,11.0,3,64.5,66.7,8,12,4.8,1,17,0,84.5,85.8,0,59,0.0,0,161,20,88.8,143,133.6,31,33.0,5,284,139,7.0,14.2,1.99,0,12.7,5,68.3,58.3,7,12,6.8,3,25,0,67.6,77.5,1,51,0.0,0,299,41,94.6,283,106.9,60,63.8,3,550,148,3.6,13.4,1.94
Robert Woods,7822,WR,LA,13,94,0,26,9.3,1,68.6,0.0,0,1,4.0,1,17,0,73.7,74.9,0,30,2.5,4,162,24,93.2,151,107.7,35,37.2,2,247,95,4.0,10.3,1.64,0,12.1,5,69.6,50.0,4,8,4.9,2,24,1,73.5,76.7,0,52,0.4,1,242,39,95.5,231,109.3,56,59.6,1,581,168,4.3,14.9,2.52
Jimmy Graham,5619,TE,SEA,16,92,0,29,6.4,2,63.0,58.3,7,12,15.0,3,12,0,44.9,65.5,1,29,6.1,11,180,17,84.4,152,101.9,27,29.3,4,150,72,4.2,8.8,0.99,0,9.3,4,63.5,42.9,6,14,10.8,4,14,0,43.5,59.5,3,33,6.3,20,316,33,88.0,278,64.0,52,56.5,1,333,140,4.2,10.1,1.2
Nelson Agholor,9453,WR,PHI,16,91,0,24,9.7,2,58.1,45.5,5,11,10.7,3,17,0,53.8,72.9,1,72,0.0,0,247,25,92.3,228,106.4,43,47.3,4,357,161,6.4,14.3,1.57,0,11.0,4,78.0,40.0,2,5,5.9,2,15,0,69.0,66.1,1,58,0.0,0,230,32,97.4,224,103.5,41,45.1,1,382,152,4.8,11.9,1.71
Marqise Lee,8674,WR,JAX,15,91,0,15,12.7,3,50.0,33.3,4,12,18.8,6,22,1,29.5,74.4,3,35,0.0,0,186,26,94.1,175,54.6,52,57.1,1,355,160,6.2,13.7,2.03,0,9.4,6,75.7,80.0,4,5,6.7,2,15,0,66.8,71.1,0,45,0.0,0,258,28,95.0,245,103.1,37,40.7,0,337,135,4.8,12.0,1.38
Amari Cooper,9437,WR,OAK,14,90,0,23,10.5,4,50.0,20.0,2,10,23.3,7,14,1,28.6,61.3,3,63,0.0,0,192,23,90.6,174,68.8,46,51.1,3,337,150,6.5,14.7,1.94,0,13.0,2,56.8,10.0,1,10,8.7,2,12,0,61.5,60.5,2,45,0.0,0,254,21,96.5,245,63.0,37,41.1,1,241,111,5.3,11.5,0.98
Duke Johnson Jr.,9510,HB,CLV,16,90,0,8,2.7,5,72.4,25.0,1,4,4.5,1,13,0,73.0,80.7,1,34,17.9,33,184,21,76.1,140,89.0,29,32.2,1,205,197,9.4,9.8,1.46,0,1.8,17,86.4,75.0,3,4,3.8,2,19,2,72.9,85.3,2,41,18.8,46,245,51,74.7,183,97.1,59,65.6,2,471,417,8.2,9.2,2.57
Eric Decker,5611,WR,TEN,17,88,0,31,10.3,1,61.5,40.0,4,10,11.1,3,17,0,51.6,70.6,0,29,1.1,2,184,24,91.3,168,90.7,39,44.3,1,269,58,2.4,11.2,1.6,0,10.3,0,64.3,50.0,4,8,10.0,3,13,0,55.1,60.1,0,27,0.4,1,265,27,95.1,252,82.3,42,47.7,0,269,69,2.6,10.0,1.07
DeSean Jackson,4363,WR,TB,14,87,0,30,18.5,0,53.3,33.3,3,9,0.0,0,15,0,81.7,77.8,2,41,0.0,0,141,16,93.6,132,85.3,30,34.5,3,239,75,4.7,14.9,1.81,0,15.2,1,59.6,30.0,3,10,2.9,1,21,0,80.1,73.3,2,32,0.0,0,300,34,94.3,283,68.5,57,65.5,0,429,115,3.4,12.6,1.52
Mike Wallace,5007,WR,BLT,15,87,0,3,10.8,1,54.2,28.6,2,7,7.1,1,8,0,63.5,65.6,0,24,0.0,0,131,13,93.9,123,84.2,24,27.6,1,133,37,2.8,10.2,1.08,0,15.8,4,63.8,50.0,6,12,5.1,2,23,0,72.0,69.2,2,66,0.0,0,315,37,96.5,304,90.3,58,66.7,1,608,117,3.2,16.4,2.0
Emmanuel Sanders,5606,WR,DEN,12,87,0,10,11.2,2,57.1,40.0,6,15,4.8,1,12,0,70.5,76.6,1,38,0.0,0,131,20,91.6,120,69.2,35,40.2,0,264,78,3.9,13.2,2.2,0,12.2,2,51.1,7.7,1,13,14.3,4,16,0,29.2,58.7,0,30,0.0,0,276,24,95.7,264,69.9,47,54.0,0,285,80,3.3,11.9,1.08
Rishard Matthews,7211,WR,TEN,15,86,0,31,9.8,1,53.8,40.0,2,5,0.0,0,11,0,80.6,68.1,1,27,0.0,0,172,14,94.2,162,77.2,26,30.2,1,209,89,6.4,14.9,1.29,0,12.5,6,67.9,50.0,6,12,9.5,4,25,0,49.2,72.2,5,75,0.0,0,319,38,95.0,303,76.9,56,65.1,2,585,193,5.1,15.4,1.93
Brandon LaFell,5602,WR,CIN,16,86,0,7,9.5,2,55.9,20.0,2,10,9.5,2,10,0,57.4,60.1,1,45,0.0,0,194,19,92.3,179,70.5,34,39.5,1,198,86,4.5,10.4,1.11,0,7.9,1,63.8,37.5,3,8,6.3,2,14,1,58.0,56.5,0,37,0.0,0,324,30,97.2,315,91.4,47,54.7,1,327,152,5.1,10.9,1.04
Todd Gurley II,9443,HB,LA,16,85,0,26,0.3,3,81.5,,0,0,4.3,1,15,0,73.5,82.9,2,80,22.6,43,190,22,70.5,134,124.2,27,31.8,4,316,332,15.1,14.4,2.36,0,0.5,16,80.7,50.0,1,2,6.1,3,17,0,70.0,84.8,1,53,10.0,29,290,46,87.2,253,106.3,57,67.1,2,482,479,10.4,10.5,1.91
Randall Cobb,6216,WR,GB,15,85,0,12,4.4,1,71.9,28.6,2,7,4.2,1,13,0,75.1,67.5,0,38,1.6,3,192,23,89.6,172,89.5,32,37.6,0,211,145,6.3,9.2,1.23,0,6.8,4,84.0,50.0,3,6,2.3,1,15,1,74.8,61.8,1,46,1.3,4,302,42,95.0,287,115.0,50,58.8,3,440,276,6.6,10.5,1.53
Jordy Nelson,4350,WR,GB,15,84,0,12,11.9,0,55.9,16.7,1,6,5.0,1,14,0,69.9,65.3,2,26,0.0,0,185,19,93.0,172,61.5,34,40.5,2,145,43,2.3,7.6,0.84,0,10.8,3,68.9,11.1,1,9,3.1,1,21,0,77.8,65.0,3,58,0.0,0,327,31,95.4,312,68.4,45,53.6,1,316,95,3.1,10.2,1.01
Carlos Hyde,8692,HB,SF,16,83,0,28,1.2,1,63.2,33.3,1,3,14.3,2,5,0,45.7,45.3,1,12,28.4,52,183,12,68.9,126,45.9,19,22.9,0,60,64,5.3,5.0,0.48,0,1.5,8,73.7,66.7,2,3,10.6,5,10,0,52.6,50.8,0,18,19.1,54,282,42,78.7,222,82.6,57,68.7,0,262,265,6.3,6.2,1.18
Jared Cook,5012,TE,OAK,16,83,0,23,10.4,1,51.5,55.6,5,9,10.5,2,14,0,54.5,67.0,0,35,7.1,14,196,17,83.7,164,75.8,33,39.8,0,244,74,4.4,14.4,1.49,0,8.9,4,78.7,66.7,6,9,7.5,3,21,1,63.7,67.5,0,29,6.0,18,298,37,89.9,268,120.2,47,56.6,2,444,143,3.9,12.0,1.66
Sterling Shepard,10674,WR,NYG,11,83,0,21,9.7,1,70.6,72.7,8,11,4.0,1,18,0,73.7,82.8,0,67,0.0,0,137,24,95.6,131,113.4,34,41.0,1,348,155,6.5,14.5,2.66,0,8.4,4,73.3,62.5,5,8,8.3,3,17,1,61.2,60.9,0,77,0.0,0,308,33,93.8,289,105.2,45,54.2,1,374,147,4.5,11.3,1.29
Adam Humphries,10075,WR,TB,16,82,0,30,6.8,1,69.0,40.0,2,5,0.0,0,13,0,83.6,65.5,0,43,0.0,0,170,20,93.5,159,92.7,29,35.4,0,231,135,6.8,11.6,1.45,0,7.0,4,78.0,63.6,7,11,9.3,4,21,1,56.9,61.2,0,38,0.0,0,332,39,94.6,314,105.6,50,61.0,1,387,159,4.1,9.9,1.23
Kendall Wright,7026,WR,CHI,16,82,0,6,8.2,1,61.9,66.7,4,6,0.0,0,11,0,80.6,68.4,0,18,0.0,0,138,13,93.5,129,84.6,21,25.6,0,156,36,2.8,12.0,1.21,0,7.8,7,75.0,69.2,9,13,6.3,3,21,0,69.2,72.4,1,22,0.0,0,280,45,93.6,262,89.1,60,73.2,0,453,157,3.5,10.1,1.73
Eric Ebron,8645,TE,DET,16,81,0,11,9.2,2,54.8,50.0,2,4,19.0,4,12,0,30.2,67.6,1,33,1.4,2,141,17,92.9,131,81.7,31,38.3,2,192,77,4.5,11.3,1.47,0,7.5,5,76.2,80.0,4,5,0.0,0,16,1,88.7,69.6,0,44,0.4,1,263,32,94.3,248,101.0,42,51.9,0,357,180,5.6,11.2,1.44
Martavis Bryant,8753,WR,PIT,15,81,0,25,15.1,1,63.3,50.0,4,8,5.0,1,14,0,73.5,76.8,1,39,0.0,0,171,19,90.6,155,114.6,30,37.0,3,290,74,3.9,15.3,1.87,0,15.3,7,61.2,50.0,6,12,9.1,3,16,0,57.8,62.9,1,51,0.0,0,277,30,95.7,265,70.6,49,60.5,0,306,103,3.4,10.2,1.15
Jason Witten,1384,TE,DAL,16,81,0,9,8.5,0,72.0,100.0,6,6,0.0,0,9,0,82.7,58.1,0,28,11.0,26,237,18,81.0,192,128.5,25,30.9,3,161,26,1.4,8.9,0.84,0,8.0,1,81.1,61.5,8,13,4.4,2,16,0,76.5,59.2,0,20,14.4,48,333,43,79.6,265,109.4,53,65.4,2,384,67,1.6,8.9,1.45
Kelvin Benjamin,8663,WR,BUF,15,80,0,4,10.9,1,54.3,57.1,8,14,9.5,2,12,0,58.1,68.7,1,43,0.0,0,143,19,94.4,135,76.1,35,43.8,1,262,68,3.6,13.8,1.94,0,12.8,2,69.0,38.5,5,13,9.4,3,18,0,57.0,68.6,1,39,0.0,0,260,29,96.2,250,100.4,42,52.5,1,431,80,2.8,14.9,1.72
Danny Amendola,4717,WR,NE,15,80,0,19,9.5,2,66.7,42.9,3,7,8.3,2,17,1,60.5,70.8,1,27,0.0,0,158,22,88.0,139,80.5,33,41.3,0,281,99,4.5,12.8,2.02,0,8.0,3,82.5,40.0,2,5,5.7,2,20,0,62.9,70.1,0,27,0.0,0,230,33,93.9,216,103.9,40,50.0,0,357,97,2.9,10.8,1.65
