player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Vontae Davis,4948,CB,IND,16,0,0,14,66.0,0,1,1,0.3,100.0,1,8,50.0,0,636,2,1,0,56.2,0,0,0,0.4,,0,,0,261,1,0
Clay Matthews,4949,LB,GB,17,1,0,12,66.8,11,38,342,51.7,14.0,48,1,9.8,9,685,354,58,1,64.6,4,29,218,63.8,17.0,37,9.4,4,354,226,37
Ziggy Hood,4955,DI,CHI,2,0,0,6,50.5,0,0,22,100.0,0.0,0,0,0.0,0,25,25,0,0,51.6,0,0,12,100.0,0.0,0,0.0,0,14,14,0
Patrick Chung,4957,S,NE,15,0,0,19,65.9,0,4,14,2.5,21.4,3,5,14.3,0,570,14,4,0,73.1,0,2,7,2.8,28.6,2,14.3,0,246,7,2
James Laurinaitis,4958,LB,SL,16,0,0,26,51.7,8,6,126,19.7,4.8,6,0,7.1,2,717,141,16,0,51.8,3,1,59,26.5,3.4,2,6.8,2,260,69,6
Rey Maualuga,4961,LB,CIN,15,0,0,7,61.3,1,6,26,7.3,23.1,6,2,13.5,0,370,27,7,0,59.8,0,2,10,6.9,10.0,1,10.0,0,145,10,2
Darius Butler,4964,CB,IND,14,0,1,14,49.5,1,0,6,1.5,0.0,0,2,8.3,0,413,6,1,0,52.5,1,0,3,1.5,0.0,0,16.7,0,196,3,1
Jairus Byrd,4965,S,NO,13,0,0,20,65.8,1,0,9,1.9,11.1,1,1,16.7,1,514,10,2,0,69.6,1,0,7,3.2,0.0,0,21.4,1,222,7,2
Connor Barwin,4969,ED,PHI,16,5,0,24,67.5,7,33,454,74.3,11.5,52,3,6.2,8,649,482,48,2,70.5,7,21,258,84.3,15.1,39,8.5,8,325,274,36
Mike Mitchell,4970,S,PIT,17,0,0,25,59.8,3,4,34,4.8,5.9,2,2,10.3,0,744,36,7,0,60.7,2,1,17,5.4,5.9,1,8.8,0,313,17,3
William Moore,4978,S,ATL,11,0,0,2,55.5,0,0,3,1.0,0.0,0,2,0.0,0,289,3,0,0,55.9,0,0,2,1.5,0.0,0,0.0,0,137,2,0
Paul Kruger,4980,ED,CLV,16,1,0,8,68.2,8,43,359,88.2,16.2,58,5,7.9,3,431,380,54,1,72.3,3,25,152,88.5,21.1,32,10.5,2,182,161,30
Sen'Derrick Marks,4985,DI,JAX,4,3,0,15,51.8,0,0,99,100.0,0.0,0,0,0.0,0,102,102,0,3,54.0,0,0,49,100.0,0.0,0,0.0,0,51,51,0
Michael Johnson,4993,ED,CIN,17,2,2,7,52.7,13,35,551,94.6,8.2,45,3,5.3,5,616,583,53,0,57.5,9,24,267,98.0,12.7,34,7.3,3,294,288,36
Terrance Knighton,4995,DI,WAS,16,0,0,32,61.4,1,7,171,100.0,5.8,10,0,3.5,2,182,182,10,0,65.9,0,3,53,100.0,9.4,5,6.6,2,56,56,5
Roy Miller,5004,DI,JAX,16,0,0,15,68.8,2,10,271,100.0,7.4,20,4,4.1,5,289,289,17,0,56.8,0,5,85,100.0,9.4,8,4.1,1,89,89,6
Lardarius Webb,5011,CB,BLT,15,0,2,3,45.5,0,3,15,2.9,0.0,0,6,10.0,0,558,16,3,0,47.0,0,2,8,3.7,0.0,0,12.5,0,219,8,2
Jerraud Powers,5015,CB,ARZ,13,0,0,1,82.6,0,1,7,1.8,28.6,2,2,21.4,1,499,9,2,0,75.8,0,1,5,3.2,20.0,1,10.0,0,219,7,1
Rashad Johnson,5018,S,ARZ,14,0,0,1,51.0,1,0,5,1.3,20.0,1,0,10.0,0,553,7,1,0,53.6,1,0,3,1.7,33.3,1,16.7,0,238,4,1
Henry Melton,5028,DI,TB,16,2,0,30,58.6,9,14,307,100.0,10.7,33,4,4.7,3,330,330,26,1,59.9,8,9,159,100.0,15.7,25,6.6,2,173,173,19
Glover Quin,5035,S,DET,16,0,0,11,51.2,0,1,4,1.1,0.0,0,3,12.5,0,569,6,1,0,59.0,0,0,0,0.4,,0,,0,260,1,0
David Bruton,5037,S,DEN,13,0,1,10,68.6,0,2,12,3.8,16.7,2,4,16.7,1,367,14,3,0,57.9,0,1,7,3.9,14.3,1,7.1,0,206,8,1
Sammie Lee Hill,5038,DI,TEN,10,0,0,31,48.5,0,0,78,100.0,0.0,0,1,0.0,0,79,79,0,0,50.9,0,0,23,100.0,0.0,0,0.0,0,24,24,0
Lawrence Sidbury,5049,ED,TB,1,0,0,30,55.7,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,56.2,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Greg Toler,5055,CB,IND,10,0,0,14,60.0,0,0,1,0.2,0.0,0,2,0.0,0,437,1,0,0,,0,0,0,0.0,,0,,0,185,0,0
Jasper Brinkley,5074,LB,NYG,10,0,0,21,92.5,0,1,17,8.3,17.6,3,0,14.7,2,217,18,3,0,58.8,0,1,6,10.8,16.7,1,8.3,0,65,7,1
Chris Clemons,5089,S,ARZ,6,0,0,1,60.0,0,0,1,2.6,0.0,0,0,0.0,0,38,1,0,0,60.0,0,0,1,6.3,0.0,0,0.0,0,16,1,0
Brice McCain,5112,CB,MIA,14,0,0,17,52.9,0,1,6,1.5,0.0,0,4,8.3,0,400,6,1,0,54.2,0,1,4,2.4,0.0,0,12.5,0,167,4,1
Jason McCourty,5127,CB,TEN,4,0,0,31,60.0,0,1,1,0.8,0.0,0,0,50.0,0,121,1,1,0,60.0,0,1,1,2.2,0.0,0,50.0,0,45,1,1
Vance Walker,5134,DI,DEN,15,0,0,10,59.5,1,12,190,100.0,8.9,17,1,4.5,2,204,204,15,0,67.0,0,6,74,100.0,12.2,9,6.8,2,83,83,8
Captain Munnerlyn,5140,CB,MIN,17,0,2,18,67.6,2,6,25,4.8,20.0,5,7,20.0,1,558,27,9,0,69.5,2,2,12,4.6,25.0,3,25.0,1,281,13,5
E.J. Biggers,5141,CB,PHI,15,0,0,24,49.1,0,0,9,2.2,0.0,0,1,0.0,0,403,9,0,0,50.2,0,0,5,2.2,0.0,0,0.0,0,225,5,0
Jamarca Sanford,5155,S,NO,11,0,0,20,52.6,0,0,5,7.2,0.0,0,0,0.0,0,69,5,0,0,54.6,0,0,3,10.7,0.0,0,0.0,0,28,3,0
Ricky Jean Francois,5168,DI,WAS,17,1,1,32,57.6,0,13,213,100.0,7.0,15,4,4.0,2,229,229,15,0,59.5,0,6,73,100.0,6.8,5,5.5,1,80,80,7
Clinton McDonald,5173,DI,TB,6,0,0,30,73.8,1,1,101,99.1,4.0,4,1,1.0,0,111,110,2,0,85.0,1,1,35,100.0,5.7,2,2.9,0,39,39,2
Chris Baker,5188,DI,WAS,17,1,0,32,70.2,11,25,383,100.0,10.7,41,5,6.5,7,405,405,43,1,74.6,5,13,180,100.0,14.4,26,7.8,5,191,191,23
Desmond Bryant,5204,DI,CLV,14,0,0,8,68.2,9,17,306,98.5,10.8,33,1,6.5,7,330,325,33,0,74.1,5,9,123,98.5,16.3,20,8.9,4,135,133,18
Steve McLendon,5232,DI,PIT,17,0,0,25,52.2,1,5,215,99.6,5.1,11,3,1.9,1,228,227,7,0,56.7,1,3,72,100.0,11.1,8,2.8,0,77,77,4
Colt Anderson,5242,S,IND,8,0,0,14,62.5,0,0,3,3.3,33.3,1,0,0.0,0,92,3,0,0,67.6,0,0,0,0.0,,1,,0,33,0,0
Michael Bennett,5273,ED,SEA,17,1,3,29,84.0,17,62,514,97.2,19.5,100,11,9.8,11,569,553,90,0,82.6,9,37,244,99.6,25.8,63,12.3,7,270,269,53
Ramon Humber,5310,LB,NO,13,0,0,20,51.5,1,0,16,11.6,0.0,0,1,9.4,1,164,19,2,0,56.4,1,0,9,14.1,0.0,0,16.7,1,71,10,2
Dan Skuta,5349,LB,JAX,13,1,0,15,73.8,1,8,78,40.7,19.2,15,1,8.3,2,204,83,11,1,66.3,1,5,34,47.9,20.6,7,11.8,1,71,34,7
Phillip Hunt,5371,ED,NO,2,0,0,20,63.8,0,3,26,100.0,15.4,4,0,9.6,1,26,26,4,0,74.1,0,3,12,100.0,33.3,4,20.8,1,12,12,4
Jonathan Casillas,5422,LB,NYG,15,1,1,21,58.6,0,5,60,14.2,6.7,4,2,5.8,1,459,65,6,1,65.9,0,4,36,17.6,8.3,3,8.3,1,221,39,5
Dannell Ellerbe,5442,LB,NO,6,0,0,20,56.5,2,2,16,11.9,12.5,2,1,12.5,0,168,20,4,0,55.0,1,0,9,16.2,11.1,1,5.6,0,68,11,1
Josh Mauga,5491,LB,KC,15,0,0,16,62.7,0,6,20,8.1,15.0,3,0,20.0,1,273,22,7,0,58.8,0,2,7,8.5,0.0,0,14.3,0,94,8,2
Ndamukong Suh,5527,DI,MIA,16,5,2,17,81.9,13,41,510,99.8,13.7,70,16,6.5,6,559,558,60,2,84.3,4,27,194,100.0,20.1,39,9.5,3,214,214,34
Gerald McCoy,5528,DI,TB,15,0,0,30,72.7,8,25,436,100.0,10.6,46,7,5.8,9,467,467,42,0,81.4,5,21,195,100.0,18.5,36,11.3,9,209,209,35
Eric Berry,5530,S,KC,17,0,0,16,65.2,0,2,9,1.6,0.0,0,1,11.1,0,740,12,2,0,68.1,0,2,7,2.6,0.0,0,14.3,0,385,10,2
Rolando McClain,5533,LB,DAL,11,0,0,9,67.0,4,5,40,13.1,17.5,7,2,16.3,2,335,44,11,0,70.5,1,2,21,15.1,14.3,3,16.7,2,139,21,5
Tyson Alualu,5535,DI,JAX,16,2,0,15,58.3,8,18,332,99.2,9.0,30,1,4.5,2,363,360,28,2,65.4,5,6,110,99.2,13.6,15,5.0,0,120,119,11
Brandon Graham,5538,ED,PHI,16,1,0,24,81.0,7,44,411,83.9,18.0,74,2,7.9,7,523,439,58,0,87.1,5,32,232,92.6,23.7,55,10.6,6,269,249,43
Earl Thomas III,5539,S,SEA,17,0,2,29,54.8,0,0,2,0.3,0.0,0,2,0.0,0,663,2,0,0,54.8,0,0,2,0.7,0.0,0,0.0,0,304,2,0
Jason Pierre-Paul,5540,ED,NYG,8,6,0,21,73.7,6,34,304,97.8,15.1,46,2,6.9,1,321,314,41,2,78.9,5,20,129,97.1,20.9,27,9.7,0,139,135,25
Derrick Morgan,5541,ED,TEN,10,2,0,31,63.4,7,20,230,82.2,12.2,28,2,7.2,3,292,240,30,0,65.0,5,10,89,84.8,19.1,17,9.6,1,112,95,16
Sean Weatherspoon,5544,LB,ARZ,13,0,0,1,47.9,1,1,24,26.0,4.2,1,0,4.2,0,96,25,2,0,50.7,1,1,16,32.0,6.3,1,6.3,0,50,16,2
Kareem Jackson,5545,CB,HST,13,0,0,13,48.0,0,1,9,2.3,11.1,1,4,5.6,0,429,10,1,0,50.8,0,0,3,2.7,0.0,0,0.0,0,148,4,0
Dan Williams,5551,DI,OAK,16,2,0,23,72.3,4,16,277,98.7,8.7,24,2,4.0,1,306,302,21,0,70.5,2,6,91,98.1,12.1,11,5.5,1,103,101,9
Devin McCourty,5552,S,NE,14,0,1,19,63.7,0,1,5,0.8,20.0,1,2,30.0,1,597,5,2,0,67.6,0,1,3,1.1,33.3,1,50.0,1,263,3,2
Jared Odrick,5553,ED,JAX,16,3,0,15,61.2,4,22,484,100.0,8.3,40,4,3.9,6,520,520,32,1,59.8,3,14,208,100.0,11.1,23,5.5,3,221,221,20
Kyle Wilson,5554,CB,NO,15,0,0,20,61.9,2,2,11,3.3,9.1,1,6,18.2,0,368,12,4,0,61.5,2,0,6,4.1,0.0,0,16.7,0,170,7,2
Jerry Hughes,5556,ED,BUF,16,2,0,4,75.5,5,49,541,91.1,12.4,67,13,5.9,5,643,586,59,0,75.9,2,21,175,95.1,16.6,29,7.1,1,206,196,24
Patrick Robinson,5557,CB,SD,16,0,1,27,48.7,1,3,10,2.2,0.0,0,4,20.0,0,448,10,4,0,39.1,0,2,6,3.0,0.0,0,16.7,0,203,6,2
Nate Allen,5562,S,OAK,5,0,0,23,56.0,0,0,3,2.2,0.0,0,0,0.0,0,135,3,0,0,59.1,0,0,1,1.8,0.0,0,0.0,0,56,1,0
T.J. Ward,5563,S,DEN,12,0,0,10,80.2,3,4,27,6.6,7.4,2,7,20.4,2,441,29,9,0,88.5,1,1,12,5.9,16.7,2,25.0,2,202,12,4
Koa Misi,5565,LB,MIA,13,0,0,17,76.9,3,10,55,14.8,20.0,11,1,11.8,0,400,59,13,0,82.1,3,4,20,15.1,40.0,8,17.5,0,146,22,7
Lamarr Houston,5569,ED,CHI,15,0,1,6,62.3,4,21,233,90.5,13.7,32,4,8.4,7,274,248,32,0,63.2,1,13,121,95.6,15.7,19,9.1,4,135,129,18
Linval Joseph,5571,DI,MIN,13,1,0,18,77.6,4,20,283,100.0,12.0,34,1,4.9,2,311,311,26,0,82.1,3,15,101,100.0,21.8,22,9.9,1,113,113,19
Taylor Mays,5574,S,OAK,11,0,0,23,49.8,0,0,9,3.9,0.0,0,2,0.0,0,230,9,0,0,55.9,0,0,2,1.8,0.0,0,0.0,0,112,2,0
Carlos Dunlap,5579,ED,CIN,17,2,1,7,69.5,17,48,600,95.6,13.8,83,2,7.9,15,662,633,80,1,76.6,12,34,297,96.7,22.6,67,11.4,11,330,319,57
Sean Lee,5580,LB,DAL,14,0,0,9,61.0,1,5,38,8.6,15.8,6,0,15.8,3,465,40,9,0,63.2,0,0,14,7.2,14.3,2,21.4,3,195,14,3
Mike Neal,5581,ED,GB,17,0,0,12,51.3,6,24,454,91.5,8.1,37,1,5.3,9,517,473,39,0,56.7,5,20,263,92.9,10.6,28,7.8,8,295,274,33
Morgan Burnett,5596,S,GB,12,0,0,12,52.8,1,6,16,4.1,31.3,5,0,21.9,0,461,19,7,0,69.8,1,1,7,3.5,28.6,2,14.3,0,231,8,2
Alex Carrington,5597,ED,BUF,7,0,0,4,58.4,2,5,103,99.1,9.7,10,0,3.4,0,107,106,7,0,64.0,1,3,29,96.9,17.2,5,6.9,0,32,31,4
D'Anthony Smith,5599,DI,CHI,2,0,0,6,49.8,0,0,29,100.0,0.0,0,0,0.0,0,29,29,0,0,52.8,0,0,11,100.0,0.0,0,0.0,0,11,11,0
Major Wright,5600,S,TB,9,0,1,30,55.1,0,1,3,3.2,0.0,0,2,16.7,0,125,4,1,0,56.9,0,1,2,3.3,0.0,0,25.0,0,60,2,1
Donald Butler,5603,LB,SD,11,0,0,27,51.2,0,3,43,16.9,9.3,4,1,5.8,1,261,44,4,0,48.4,0,1,18,21.1,5.6,1,2.8,0,90,19,1
Earl Mitchell,5605,DI,MIA,12,0,0,17,65.0,3,13,222,97.2,9.0,20,0,3.6,0,254,247,16,0,68.4,1,9,75,100.0,16.0,12,6.7,0,86,86,10
NaVorro Bowman,5615,LB,SF,16,0,0,28,66.4,5,19,117,20.0,19.7,23,4,13.7,4,629,126,28,0,73.2,2,14,71,28.0,25.4,18,16.9,4,268,75,20
Everson Griffen,5624,ED,MIN,16,2,1,18,74.4,19,48,523,96.2,15.3,80,8,8.7,12,577,555,79,0,84.0,16,37,237,96.3,25.3,60,13.7,6,267,257,59
Perry Riley,5627,LB,WAS,9,0,0,32,51.4,1,3,18,7.2,5.6,1,0,11.1,0,263,19,4,0,60.4,1,1,7,8.3,0.0,0,14.3,0,84,7,2
Alterraun Verner,5628,CB,TB,15,0,1,30,62.9,1,3,25,7.0,8.0,2,6,12.0,1,386,27,5,0,74.3,0,1,11,6.3,18.2,2,13.6,1,191,12,2
Darrell Stuckey,5634,S,SD,11,0,0,27,66.4,0,0,4,6.7,25.0,1,0,25.0,1,60,4,1,0,66.4,0,0,4,10.0,25.0,1,25.0,1,40,4,1
Walter Thurmond,5635,S,PHI,16,0,0,24,85.2,2,3,15,2.3,20.0,3,1,30.0,2,729,17,7,0,74.9,2,2,9,2.7,11.1,1,33.3,1,364,10,5
Geno Atkins,5643,DI,CIN,17,0,1,7,90.0,9,61,589,100.0,17.1,101,3,8.5,15,624,624,85,0,91.5,7,47,292,100.0,25.0,73,13.0,11,317,317,65
Al Woods,5646,DI,TEN,14,0,0,31,53.4,1,3,140,99.3,2.9,4,2,1.4,0,152,151,4,0,48.8,0,1,40,100.0,0.0,0,1.3,0,42,42,1
O'Brien Schofield,5653,ED,ATL,16,0,0,2,58.9,12,14,248,82.0,12.1,30,3,6.0,2,322,264,28,0,61.8,7,13,151,89.9,15.9,24,7.3,1,178,160,21
Kam Chancellor,5656,S,SEA,12,0,0,29,56.5,0,1,4,0.9,25.0,1,2,12.5,0,449,4,1,0,,0,1,0,0.0,,1,,0,207,0,1
Kendrick Lewis,5659,S,BLT,15,0,1,3,54.0,2,1,27,4.7,0.0,0,4,5.6,0,574,27,3,0,55.7,1,0,9,3.8,0.0,0,5.6,0,234,9,1
Perrish Cox,5660,CB,TEN,13,0,0,31,60.0,0,0,1,0.3,0.0,0,0,0.0,0,400,1,0,0,60.0,0,0,1,0.6,0.0,0,0.0,0,173,1,0
Sherrick McManis,5667,CB,CHI,9,0,1,6,49.6,0,0,5,2.5,0.0,0,3,0.0,0,203,5,0,0,59.1,0,0,1,1.1,0.0,0,0.0,0,93,1,0
Nolan Carroll,5668,CB,PHI,11,0,1,24,70.8,0,1,2,0.4,50.0,1,3,25.0,0,456,2,1,0,59.0,0,0,1,0.4,0.0,0,0.0,0,242,1,0
Cam Thomas,5669,DI,PIT,16,0,0,25,52.5,0,7,108,98.2,7.4,8,0,3.2,0,112,110,7,0,60.3,0,3,34,94.6,8.8,3,4.4,0,37,35,3
Larry Asante,5683,S,OAK,12,0,0,23,47.4,0,0,10,4.1,0.0,0,1,0.0,0,246,10,0,0,50.6,0,0,3,2.6,0.0,0,0.0,0,114,3,0
Reshad Jones,5686,S,MIA,16,1,0,17,73.2,0,4,23,4.0,8.7,2,2,17.4,2,625,25,6,0,65.6,0,3,11,4.6,9.1,1,13.6,0,238,11,3
Greg Hardy,5698,ED,DAL,12,1,0,9,74.2,14,19,309,98.2,14.6,45,3,7.6,7,336,330,40,0,67.2,8,11,141,99.4,18.4,26,10.3,5,155,154,24
Arthur Moats,5701,ED,PIT,17,2,0,25,61.5,5,30,300,80.4,10.3,31,2,7.2,4,398,320,39,2,70.2,3,15,131,82.9,16.0,21,9.2,3,170,141,21
Eugene Sims,5712,ED,SL,13,1,1,26,49.8,4,19,341,100.0,7.3,25,3,4.0,2,368,368,25,0,53.4,3,12,133,100.0,12.0,16,6.4,1,147,147,16
Willie Young,5736,ED,CHI,15,1,1,6,69.1,7,33,298,88.6,17.1,51,3,9.1,7,361,320,47,0,71.9,2,23,151,92.3,22.5,34,11.6,5,181,167,30
Dekoda Watson,5740,LB,NE,2,0,0,19,65.2,0,0,4,100.0,0.0,0,0,0.0,0,4,4,0,0,67.1,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Phillip Adams,5747,CB,ATL,12,0,1,2,51.4,1,1,10,3.1,0.0,0,4,10.0,0,322,10,2,0,58.0,1,1,5,3.0,0.0,0,20.0,0,166,5,2
George Selvie,5749,ED,NYG,12,0,0,21,47.3,4,12,212,95.7,7.1,15,2,4.7,2,233,223,18,0,47.5,2,7,102,98.2,8.8,9,5.4,1,111,109,10
C.J. Wilson,5753,DI,DET,12,0,0,11,51.5,0,2,119,100.0,2.5,3,0,1.7,1,129,129,3,0,57.8,0,2,41,100.0,7.3,3,4.9,1,45,45,3
Sean Lissemore,5757,DI,SD,11,0,0,27,59.1,1,3,106,100.0,5.7,6,0,1.9,0,106,106,4,0,52.3,1,1,32,100.0,6.3,2,3.1,0,32,32,2
Ricardo Mathews,5761,DI,SD,16,0,0,27,51.7,0,14,298,100.0,4.7,14,4,2.7,1,317,317,15,0,54.0,0,9,115,100.0,7.0,8,3.9,0,121,121,9
Kavell Conner,5763,LB,SD,4,0,0,27,60.0,0,1,10,9.9,10.0,1,0,5.0,0,101,10,1,0,70.6,0,1,3,9.4,33.3,1,16.7,0,32,3,1
Doug Worthington,5765,DI,SL,2,0,0,26,66.2,1,3,34,97.5,14.7,5,0,5.9,0,40,39,4,0,60.4,0,1,15,100.0,13.3,2,3.3,0,18,18,1
Kurt Coleman,5767,S,CAR,15,0,0,5,70.4,1,1,18,2.7,5.6,1,0,11.1,1,703,19,3,0,66.4,0,0,6,1.6,16.7,1,0.0,0,369,6,0
Sergio Brown,5803,S,JAX,15,0,0,15,70.5,0,3,15,5.8,20.0,3,0,23.3,2,329,19,5,0,62.4,0,2,9,7.8,22.2,2,22.2,1,141,11,3
Kyle Love,5806,DI,CAR,15,0,0,5,53.5,2,7,207,98.2,5.8,12,1,3.6,3,220,216,12,0,58.1,1,4,87,100.0,11.5,10,6.3,3,94,94,8
Vincent Rey,5811,LB,CIN,17,0,1,7,53.5,1,7,51,9.5,7.8,4,3,9.8,1,557,53,9,0,50.6,1,4,16,5.8,12.5,2,15.6,0,278,16,5
Jermelle Cudjo,5814,DI,DET,7,0,0,11,62.4,1,3,54,100.0,7.4,4,0,3.7,0,56,56,4,0,58.3,0,1,15,100.0,6.7,1,3.3,0,15,15,1
Darian Stewart,5820,S,DEN,15,0,0,10,60.4,1,1,8,2.2,12.5,1,0,12.5,0,536,12,2,0,51.5,0,0,3,1.8,0.0,0,0.0,0,274,5,0
Cassius Vaughn,5845,CB,SD,1,0,0,27,60.0,0,0,1,4.2,0.0,0,0,0.0,0,24,1,0,0,,0,0,0,0.0,,0,,0,9,0,0
Tramaine Brock Sr.,5903,CB,SF,15,0,0,28,59.5,0,3,6,1.0,0.0,0,3,25.0,0,592,6,3,0,51.2,0,2,3,1.2,0.0,0,33.3,0,246,3,2
Chris Maragos,5906,S,PHI,11,0,0,24,55.8,0,0,1,1.3,0.0,0,0,0.0,0,228,3,0,0,58.7,0,0,0,0.7,,0,,0,150,1,0
Barry Church,5924,S,DAL,15,0,0,9,54.2,1,3,23,4.9,4.3,1,2,13.0,1,508,25,5,0,48.5,1,1,9,4.0,0.0,0,11.1,0,224,9,2
Sam Shields,5943,CB,GB,12,0,0,12,55.0,0,0,3,0.7,33.3,1,1,0.0,0,456,3,0,0,55.0,0,0,3,1.3,33.3,1,0.0,0,233,3,0
Frank Zombo,5945,ED,KC,8,0,0,16,55.8,2,6,108,80.1,9.3,10,0,6.5,3,141,113,11,0,60.6,2,4,62,90.3,14.5,9,9.7,3,72,65,9
Albert McClellan,6022,ED,BLT,13,1,0,3,58.0,0,4,63,68.0,6.3,4,0,4.8,1,97,66,5,0,57.5,0,2,28,76.3,7.1,2,7.1,1,38,29,3
Mitch Unrein,6031,DI,CHI,14,0,0,6,55.8,1,10,176,100.0,6.8,12,1,3.7,1,191,191,12,0,54.8,0,5,72,100.0,6.9,5,3.5,0,78,78,5
George Johnson,6112,ED,TB,11,0,1,30,48.4,3,13,214,98.7,7.5,16,2,3.7,0,232,229,16,0,52.9,2,11,87,97.9,13.8,12,7.5,0,96,94,13
Andrew Sendejo,6118,S,MIN,14,0,0,18,49.0,0,1,10,2.1,10.0,1,0,15.0,1,533,11,2,0,39.5,0,1,6,2.8,0.0,0,8.3,0,246,7,1
Von Miller,6154,ED,DEN,16,1,0,10,90.5,21,50,450,88.4,20.7,93,9,10.3,11,552,488,82,0,91.5,18,35,236,92.2,28.4,67,14.6,8,281,259,61
Marcell Dareus,6155,DI,BUF,15,0,0,4,60.3,4,23,436,98.9,7.8,34,2,3.6,2,472,467,29,0,71.5,3,15,123,98.6,16.3,20,8.1,1,140,138,19
Aldon Smith,6159,ED,OAK,9,3,0,23,63.8,5,27,312,93.4,12.2,38,4,6.4,4,363,339,36,1,70.3,2,18,151,95.9,17.9,27,8.6,3,172,165,23
J.J. Watt,6163,DI,HST,17,8,0,13,91.4,34,41,609,99.8,18.9,115,8,9.3,19,652,651,94,3,91.5,13,21,222,99.6,25.2,56,12.2,10,241,240,44
Nick Fairley,6165,DI,SL,15,1,0,26,75.2,5,13,215,97.5,9.8,21,3,4.7,1,241,235,19,1,82.0,3,8,74,100.0,17.6,13,8.8,1,83,83,12
Robert Quinn,6166,ED,SL,8,3,0,26,79.7,2,11,203,99.5,10.8,22,2,5.7,5,218,217,18,1,74.7,1,5,71,100.0,14.1,10,8.5,3,77,77,9
Ryan Kerrigan,6168,ED,WAS,17,4,0,32,66.3,3,48,548,97.5,11.5,63,3,6.5,10,596,581,61,2,70.1,1,24,246,99.2,15.9,39,8.3,8,262,260,33
Corey Liuget,6170,DI,SD,11,0,1,27,53.8,1,10,248,100.0,6.5,16,3,3.4,3,269,269,14,0,54.9,1,5,107,100.0,8.4,9,5.6,3,117,117,9
Prince Amukamara,6171,CB,NYG,11,0,0,21,52.7,0,0,3,0.6,0.0,0,2,0.0,0,491,3,0,0,59.0,0,0,1,0.5,0.0,0,0.0,0,212,1,0
Adrian Clayborn,6172,DI,ATL,16,0,0,2,66.4,15,26,370,99.5,15.9,59,2,6.4,3,399,397,44,0,73.6,14,21,219,99.6,23.3,51,9.4,3,232,231,38
Cameron Jordan,6176,ED,NO,16,5,0,20,77.8,10,50,555,99.2,16.8,93,2,7.2,10,605,600,70,1,82.8,6,32,232,99.2,25.0,58,10.8,6,258,256,44
Jimmy Smith,6179,CB,BLT,16,0,0,3,70.2,0,1,3,0.5,66.7,2,7,50.0,1,624,3,2,0,66.8,0,0,1,0.4,0.0,0,0.0,0,256,1,0
Muhammad Wilkerson,6182,DI,NYJ,16,3,0,22,70.1,23,45,599,99.0,11.9,71,0,7.7,12,627,621,80,0,72.3,13,31,272,99.6,16.5,45,9.6,4,284,283,48
Cameron Heyward,6183,DI,PIT,17,2,1,25,70.1,9,50,650,98.7,11.1,72,3,5.8,8,694,685,67,1,76.9,5,32,275,99.0,16.7,46,8.9,6,295,292,43
Aaron Williams,6186,S,BUF,3,0,0,4,57.6,1,0,2,1.5,0.0,0,1,25.0,0,134,2,1,0,58.7,0,0,1,2.2,0.0,0,0.0,0,45,1,0
Jabaal Sheard,6189,ED,NE,13,1,0,19,86.7,5,45,321,92.3,19.9,64,2,10.3,8,365,337,58,1,84.7,2,27,162,96.7,22.8,37,12.7,6,180,174,35
Akeem Ayers,6191,LB,SL,16,1,0,26,68.4,3,4,50,19.0,10.0,5,3,9.0,1,284,54,8,0,77.6,2,3,19,24.7,26.3,5,18.4,1,89,22,6
Bruce Carter,6192,LB,TB,13,1,0,30,75.0,3,3,22,16.0,27.3,6,0,22.7,2,144,23,8,1,75.1,2,2,10,16.9,30.0,3,30.0,1,59,10,5
Jarvis Jenkins,6193,DI,CHI,15,1,0,6,58.7,6,26,354,99.7,8.8,31,2,5.9,5,375,374,37,0,61.4,4,17,160,100.0,13.8,22,9.1,4,172,172,25
Brooks Reed,6194,LB,ATL,13,0,0,2,58.5,0,12,101,59.3,11.9,12,0,5.9,0,182,108,12,0,58.6,0,8,51,72.0,15.7,8,7.8,0,75,54,8
Rahim Moore,6197,S,HST,7,0,0,13,59.4,0,0,1,0.4,0.0,0,0,0.0,0,262,1,0,0,,0,0,0,0.0,,0,,0,86,0,0
Marcus Gilchrist,6202,S,NYJ,16,0,0,22,48.5,0,0,21,3.2,0.0,0,2,0.0,0,696,22,0,0,55.1,0,0,7,2.2,0.0,0,0.0,0,322,7,0
Da'Quan Bowers,6203,DI,TB,3,0,0,30,51.9,0,0,17,100.0,0.0,0,0,0.0,0,18,18,0,0,54.1,0,0,6,100.0,0.0,0,0.0,0,7,7,0
